Substrate,id,num,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna,pos|lfc,Score
PRPH,RHOBTB2,4,0.41765,0.56368,0.992425,49,2,0.022024,0.379187514
PRPH,SPOP,4,0.4271,0.57339,0.992425,50,2,0.032912,0.369470429
PRPH,RCBTB2,4,0.44127,0.58742,0.992425,51,2,-0.012182,0.355295597
PRPH,KLHL8,4,0.45069,0.59679,0.992425,52,2,0.078009,0.346122078
PRPH,ZBTB16,4,0.45204,0.59808,0.992425,53,1,-0.30183,0.344823134
PRPH,KLHL36,4,0.49158,0.63419,0.992425,54,1,-0.2309,0.308405795
PRPH,KLHL12,4,0.52286,0.64778,0.992425,55,1,-0.069626,0.281614581
PRPH,BTBD6,4,0.55267,0.66053,0.992425,56,1,-0.10966,0.257534109
PRPH,BCL6B,4,0.57549,0.67136,0.992425,57,1,0.097152,0.239962218
PRPH,KBTBD7,4,0.58657,0.67654,0.992425,58,1,-0.24392,0.231680153
PRPH,MYNN,4,0.59203,0.67923,0.992425,59,1,-0.082294,0.227656286
PRPH,IVNS1ABP,4,0.59744,0.68151,0.992425,60,1,0.074177,0.223705704
PRPH,KCTD5,4,0.62365,0.69435,0.992425,61,1,-0.075939,0.205059073
PRPH,KBTBD6,4,0.62874,0.69708,0.992425,62,1,-0.12654,0.201528909
PRPH,BTBD9,4,0.63875,0.70231,0.992425,63,1,0.040835,0.194669087
PRPH,KCTD13,4,0.64369,0.70488,0.992425,64,1,0.052052,0.191323238
PRPH,KLHL32,4,0.64857,0.70735,0.992425,65,1,-0.2164,0.188043144
PRPH,IBTK,4,0.68134,0.72498,0.992425,66,1,-0.072417,0.166636114
PRPH,ENC1,4,0.69901,0.73573,0.992425,67,1,-0.096814,0.155516611
PRPH,KLHL7,4,0.71177,0.74361,0.992425,68,1,-0.054546,0.147660321
PRPH,KLHL15,4,0.73213,0.75636,0.992425,69,1,-0.23064,0.135411797
PRPH,ABTB1,4,0.74763,0.76701,0.992425,70,1,-0.069457,0.12631328
PRPH,KCTD21,4,0.7588,0.77435,0.992425,71,1,0.0076814,0.119872678
PRPH,KLHL23,4,0.76244,0.77724,0.992425,72,1,0.063071,0.117794327
PRPH,KLHL17,4,0.7766,0.78732,0.992425,73,1,0.019218,0.109802614
PRPH,RHOBTB3,4,0.79011,0.79789,0.992425,74,1,-0.21759,0.102312442
PRPH,NACC1,4,0.79339,0.80081,0.992425,75,1,0.048134,0.100513278
PRPH,KCTD15,4,0.80299,0.80849,0.992425,76,1,-0.078233,0.095289863
PRPH,RBX1,4,0.80612,0.8111,0.992425,77,1,-0.26253,0.093600304
PRPH,KLHL3,4,0.8212,0.82447,0.992425,78,1,0.084103,0.085551059
PRPH,BTBD3,4,0.83812,0.83878,0.992425,79,1,-0.16483,0.076693796
PRPH,KLHL2,4,0.84081,0.84143,0.992425,80,1,-0.19075,0.075302132
PRPH,TNFAIP1,4,0.87957,0.87977,0.992425,81,0,-0.1475,0.055729592
PRPH,BTBD1,4,0.91077,0.9104,0.992425,82,0,-0.2139,0.040591283
PRPH,KCTD18,4,0.92075,0.9202,0.992425,83,0,-0.053252,0.035858272
PRPH,KCTD19,4,0.93816,0.93743,0.992425,84,0,-0.095601,0.027723088
PRPH,KLHL22,4,0.94203,0.94143,0.992425,85,0,-0.35214,0.025935266
PRPH,KCTD2,4,0.95254,0.95221,0.992425,86,0,-0.23361,0.021116778
PRPH,GMCL1,4,0.95466,0.95438,0.992425,87,0,-0.090407,0.020151274
PRPH,ZBTB10,4,0.96842,0.96819,0.992425,88,0,-0.19482,0.01393625
PRPH,KLHL26,4,0.97149,0.97134,0.992425,89,0,-0.21107,0.012561665
PRPH,KLHL11,4,0.97364,0.97373,0.992425,90,0,-0.17328,0.011601592
PRPH,RHOBTB1,4,0.97878,0.97877,0.992425,91,0,-0.22177,0.009314913
PRPH,ABTB2,4,0.98212,0.98226,0.992425,92,0,-0.25294,0.007835445
PRPH,BCL6,4,0.98411,0.98419,0.992425,93,0,-0.13544,0.006956355
PRPH,KCTD14,4,0.98759,0.98759,0.992425,94,0,-0.33751,0.005423316
PRPH,KCTD1,4,0.99227,0.99242,0.992425,95,0,-0.37859,0.003370139
VAMP8,CUL3,4,7.59E-09,4.99E-06,0.000474,1,4,3.0123,8.119855508
VAMP8,KLHL9,4,0.0024346,0.0089134,0.423387,2,3,0.58829,2.613572382
VAMP8,RCBTB2,4,0.0040328,0.014007,0.424454,3,4,0.587,2.394393316
VAMP8,KBTBD3,3,0.0063301,0.017872,0.424454,4,3,0.86633,2.198589429
VAMP8,RCBTB1,4,0.010662,0.03463,0.62921,5,4,0.33759,1.972161322
VAMP8,ARIH1,4,0.014666,0.046704,0.62921,6,4,0.31736,1.833688319
VAMP8,KCTD2,4,0.016549,0.052667,0.62921,7,4,0.22468,1.781228244
VAMP8,KLHL7,4,0.016651,0.052986,0.62921,8,2,0.44969,1.778559679
VAMP8,KLHL13,4,0.026691,0.075267,0.794487,9,3,0.38311,1.573635155
VAMP8,LGALS3BP,4,0.035518,0.093204,0.885436,10,2,0.43957,1.449551497
VAMP8,KCTD15,4,0.047143,0.11617,0.954088,11,3,0.38991,1.326582784
VAMP8,RHOBTB3,4,0.0523,0.12613,0.954088,12,3,0.3598,1.281498311
VAMP8,GAN,4,0.073971,0.16704,0.954088,13,3,0.32976,1.13093851
VAMP8,KLHL25,4,0.077632,0.17428,0.954088,14,2,0.22129,1.109959225
VAMP8,BTBD9,4,0.080781,0.17997,0.954088,15,2,0.041515,1.092690775
VAMP8,KLHL22,4,0.08763,0.19289,0.954088,16,2,-0.2795,1.057347188
VAMP8,KCTD19,4,0.087788,0.19327,0.954088,17,3,0.28461,1.056564845
VAMP8,KLHL24,4,0.097547,0.21024,0.954088,18,1,-0.052897,1.010786083
VAMP8,BCL6,4,0.10014,0.21454,0.954088,19,2,0.038774,0.999392413
VAMP8,KLHL21,4,0.10693,0.22668,0.954088,20,3,0.26712,0.970900433
VAMP8,IBTK,4,0.11388,0.23865,0.954088,21,2,0.15394,0.943552542
VAMP8,KCTD3,4,0.11714,0.24415,0.954088,22,2,0.034766,0.93129478
VAMP8,KLHL11,4,0.13567,0.27528,0.954088,23,2,0.31843,0.867516175
VAMP8,RBX1,4,0.13641,0.27654,0.954088,24,2,0.3057,0.865153791
VAMP8,TNFAIP1,4,0.15536,0.30197,0.954088,25,1,-0.10941,0.808660787
VAMP8,KLHL12,4,0.17065,0.31754,0.954088,26,2,0.2512,0.767893707
VAMP8,BTBD6,4,0.18321,0.32983,0.954088,27,2,0.1626,0.737050825
VAMP8,KLHL42,4,0.19233,0.33872,0.954088,28,2,0.11386,0.715952968
VAMP8,ENC1,4,0.21035,0.3562,0.954088,29,1,-0.32972,0.677057484
VAMP8,SHKBP1,4,0.21925,0.36456,0.954088,30,2,0.067702,0.659060398
VAMP8,NACC2,4,0.22085,0.36607,0.954088,31,2,0.081171,0.655902596
VAMP8,KLHL32,4,0.23393,0.37913,0.954088,32,2,-0.18276,0.630914079
VAMP8,RHOBTB1,4,0.24549,0.3904,0.954088,33,1,-0.072854,0.609966194
VAMP8,RHOBTB2,4,0.25611,0.40083,0.954088,34,2,0.1714,0.591573464
VAMP8,KBTBD2,4,0.27107,0.41566,0.954088,35,1,-0.15412,0.566918544
VAMP8,KCTD17,4,0.27945,0.4241,0.954088,36,1,-0.16513,0.553695886
VAMP8,KCTD12,1,0.29467,0.29526,0.954088,37,1,0.28543,0.530664077
VAMP8,BTBD8,4,0.29599,0.44107,0.954088,38,1,-0.14835,0.528722961
VAMP8,KBTBD4,4,0.29703,0.44198,0.954088,39,2,-0.32171,0.527199685
VAMP8,KCTD1,4,0.30627,0.4518,0.954088,40,2,0.22265,0.513895541
VAMP8,BTBD2,4,0.31224,0.45783,0.954088,41,1,-0.35222,0.505511462
VAMP8,ABTB2,4,0.31555,0.46137,0.954088,42,2,0.17885,0.500931815
VAMP8,KLHL28,3,0.32162,0.45327,0.954088,43,1,-0.60452,0.492656952
VAMP8,KBTBD6,4,0.33422,0.47975,0.954088,44,2,0.0084775,0.475967565
VAMP8,KLHL14,4,0.33609,0.48167,0.954088,45,2,0.095289,0.473544409
VAMP8,KLHL20,4,0.35301,0.49798,0.954088,46,2,-0.023488,0.452212992
VAMP8,SPOP,4,0.36244,0.50795,0.954088,47,2,-0.18046,0.440763878
VAMP8,KLHL40,4,0.36692,0.51261,0.954088,48,1,-0.16283,0.435428615
VAMP8,KLHL23,4,0.37188,0.51758,0.954088,49,2,0.048621,0.429597178
VAMP8,KLHL4,4,0.38135,0.52671,0.954088,50,2,0.097045,0.418676249
VAMP8,ZBTB16,4,0.39082,0.53623,0.954088,51,2,0.14116,0.40802322
VAMP8,ZBTB10,4,0.40978,0.55516,0.954088,52,2,-0.098539,0.387449242
VAMP8,KCTD6,4,0.424,0.56936,0.954088,53,2,0.093499,0.372634143
VAMP8,KCTD7,4,0.42534,0.5709,0.954088,54,1,-0.073072,0.371263773
VAMP8,KCTD11,4,0.42873,0.57434,0.954088,55,2,-0.0041257,0.367816126
VAMP8,IVNS1ABP,4,0.43235,0.57829,0.954088,56,1,-0.4592,0.364164537
VAMP8,KLHL26,4,0.4393,0.58496,0.954088,57,1,-0.025461,0.357238797
VAMP8,KLHL36,4,0.44618,0.59139,0.954088,58,1,0.0081547,0.350489901
VAMP8,KCTD20,4,0.44766,0.59302,0.954088,59,2,0.0031313,0.34905171
VAMP8,BTBD1,4,0.4571,0.60258,0.954088,60,2,0.12883,0.339988779
VAMP8,KLHL17,4,0.51154,0.63567,0.9587,61,1,0.041054,0.291120401
VAMP8,IPP,4,0.52997,0.6433,0.9587,62,1,-0.48096,0.275748714
VAMP8,KCTD13,4,0.55953,0.65711,0.9587,63,1,-0.38164,0.252176623
VAMP8,ANKFY1,4,0.57095,0.66265,0.9587,64,1,0.26746,0.243401923
VAMP8,BTBD11,4,0.58215,0.66841,0.9587,65,1,-0.056029,0.234965098
VAMP8,KLHL8,4,0.59312,0.67373,0.9587,66,1,-0.071358,0.226857431
VAMP8,NACC1,4,0.59853,0.67614,0.9587,67,1,-0.064743,0.222914077
VAMP8,KLHL15,4,0.66403,0.71049,0.992598,68,1,-0.38837,0.177812299
VAMP8,KLHL6,4,0.68247,0.72105,0.992747,69,1,0.055307,0.165916435
VAMP8,GMCL1,4,0.7108,0.73911,0.997009,70,1,-0.57519,0.148252581
VAMP8,LZTR1,4,0.72117,0.74587,0.997009,71,1,-0.095901,0.141962348
VAMP8,KLHL41,4,0.73718,0.75635,0.997009,72,1,0.075085,0.132426456
VAMP8,KCTD5,4,0.7599,0.77257,0.997009,73,1,-0.19661,0.119243555
VAMP8,KLHL18,4,0.78111,0.78845,0.997009,74,1,-0.08795,0.107287802
VAMP8,KCTD9,4,0.82222,0.82441,0.997009,75,1,-0.056915,0.085011963
VAMP8,ABTB1,4,0.82513,0.82677,0.997009,76,1,-0.46083,0.083477623
VAMP8,BTBD7,4,0.84446,0.8449,0.997009,77,0,0.11408,0.073420917
VAMP8,KLHL3,4,0.85476,0.8553,0.997009,78,0,-0.24471,0.06815581
VAMP8,BCL6B,4,0.85726,0.85769,0.997009,79,0,-0.45988,0.06688744
VAMP8,KLHL29,4,0.86215,0.86248,0.997009,80,0,-0.059106,0.064417167
VAMP8,MYNN,4,0.86691,0.86727,0.997009,81,0,0.13835,0.062025987
VAMP8,BTBD3,4,0.88046,0.88073,0.997009,82,0,-0.075633,0.05529037
VAMP8,KBTBD7,4,0.90072,0.90054,0.997009,83,0,-0.32236,0.045410194
VAMP8,BTBD10,4,0.91156,0.91124,0.997009,84,0,-0.61498,0.04021474
VAMP8,KEAP1,4,0.91828,0.91782,0.997009,85,0,-0.23711,0.037024874
VAMP8,KCTD21,4,0.92149,0.92101,0.997009,86,0,-0.29975,0.035509373
VAMP8,SPOPL,4,0.92613,0.92548,0.997009,87,0,-0.25938,0.033328048
VAMP8,KCTD18,4,0.93199,0.93104,0.997009,88,0,-0.4847,0.030588747
VAMP8,KLHL5,4,0.93479,0.93409,0.997009,89,0,-0.34807,0.029285942
VAMP8,KCTD14,4,0.95093,0.95055,0.997009,90,0,-0.55471,0.021851451
VAMP8,KBTBD8,4,0.9656,0.96526,0.997009,91,0,-0.22934,0.015202743
VAMP8,KCTD10,4,0.97671,0.97675,0.997009,92,0,-0.95717,0.010234366
VAMP8,KBTBD11,4,0.99218,0.99233,0.997009,93,0,-0.67245,0.003409532
VAMP8,KLHL2,4,0.99273,0.99277,0.997009,94,0,-0.51654,0.003168854
VAMP8,ARMC5,4,0.99704,0.99701,0.997009,95,0,-0.7549,0.001287418
TMEM40,CUL3,4,7.59E-09,4.99E-06,0.000474,1,4,2.8935,8.119855508
TMEM40,KLHL13,4,0.0043851,0.015135,0.718928,2,4,0.71209,2.358020498
TMEM40,KBTBD6,4,0.01366,0.043588,0.89413,3,2,0.3011,1.864549301
TMEM40,BTBD11,4,0.013788,0.044058,0.89413,4,4,0.62554,1.860498725
TMEM40,RHOBTB1,4,0.018247,0.05736,0.89413,5,2,0.66667,1.738808528
TMEM40,KLHL8,4,0.029198,0.08044,0.89413,6,2,0.66823,1.534646896
TMEM40,TNFAIP1,4,0.047143,0.11617,0.89413,7,2,0.084777,1.326582784
TMEM40,ABTB2,4,0.048927,0.11937,0.89413,8,3,0.51731,1.310451413
TMEM40,KCTD3,4,0.057389,0.13579,0.89413,9,2,0.091998,1.241171343
TMEM40,KLHL9,4,0.05759,0.13621,0.89413,10,3,0.70635,1.239652921
TMEM40,KCTD1,4,0.061519,0.14368,0.89413,11,3,0.53805,1.210990733
TMEM40,KLHL24,4,0.063215,0.14661,0.89413,12,3,0.54721,1.199179858
TMEM40,NACC1,4,0.074691,0.1686,0.89413,13,2,-0.005253,1.126731726
TMEM40,KLHL18,4,0.077632,0.17428,0.89413,14,2,0.0097511,1.109959225
TMEM40,BTBD2,4,0.087055,0.19191,0.89413,15,2,0.66174,1.06020628
TMEM40,KCTD5,4,0.08763,0.19289,0.89413,16,1,-0.52582,1.057347188
TMEM40,IBTK,4,0.097547,0.21024,0.89413,17,1,-0.59933,1.010786083
TMEM40,NACC2,4,0.098504,0.21179,0.89413,18,3,0.51313,1.006546134
TMEM40,IVNS1ABP,4,0.10527,0.22374,0.89413,19,3,0.55674,0.977695377
TMEM40,KLHL12,4,0.10759,0.22785,0.89413,20,3,0.50402,0.968228092
TMEM40,KEAP1,4,0.11714,0.24415,0.89413,21,1,-0.030672,0.93129478
TMEM40,KLHL20,4,0.12458,0.25678,0.89413,22,3,0.36665,0.904551673
TMEM40,KBTBD4,4,0.12681,0.26042,0.89413,23,2,0.11101,0.896846497
TMEM40,KLHL21,4,0.13491,0.27399,0.89413,24,3,0.48117,0.869955858
TMEM40,ARIH1,4,0.13567,0.27528,0.89413,25,3,0.59805,0.867516175
TMEM40,KBTBD2,4,0.13641,0.27654,0.89413,26,1,-0.80401,0.865153791
TMEM40,KLHL36,4,0.13757,0.27826,0.89413,27,3,0.61183,0.861476263
TMEM40,RBX1,4,0.14296,0.28764,0.89413,28,3,0.50341,0.844785461
TMEM40,KLHL14,4,0.14593,0.29232,0.89413,29,1,-0.19092,0.835855418
TMEM40,LZTR1,4,0.15536,0.30197,0.89413,30,1,0.16818,0.808660787
TMEM40,KCTD14,4,0.17065,0.31754,0.89413,31,2,0.16398,0.767893707
TMEM40,MYNN,4,0.1953,0.34171,0.89413,32,2,0.24232,0.709297757
TMEM40,RHOBTB3,4,0.1995,0.34573,0.89413,33,2,0.41132,0.7000571
TMEM40,KCTD11,4,0.21654,0.36203,0.89413,34,2,0.42944,0.664461868
TMEM40,KCTD6,4,0.21925,0.36456,0.89413,35,2,-0.38462,0.659060398
TMEM40,KBTBD3,3,0.22469,0.34437,0.89413,36,1,0.41855,0.648416256
TMEM40,ARMC5,4,0.22807,0.37304,0.89413,37,1,-0.58238,0.641931837
TMEM40,KLHL25,4,0.23682,0.38208,0.89413,38,1,-0.046194,0.625581623
TMEM40,RCBTB2,4,0.25164,0.39621,0.89413,39,2,0.30953,0.599220323
TMEM40,BTBD10,4,0.25409,0.39865,0.89413,40,1,-0.067801,0.595012427
TMEM40,ZBTB10,4,0.2651,0.40974,0.89413,41,2,0.34918,0.576590272
TMEM40,BTBD3,4,0.26962,0.41429,0.89413,42,2,0.097763,0.569247896
TMEM40,BTBD6,4,0.27945,0.4241,0.89413,43,1,-0.11443,0.553695886
TMEM40,ZBTB16,4,0.28326,0.42776,0.89413,44,2,0.20757,0.547814749
TMEM40,IPP,4,0.29599,0.44107,0.89413,45,1,0.028124,0.528722961
TMEM40,KCTD2,4,0.31224,0.45783,0.89413,46,1,-0.18361,0.505511462
TMEM40,SHKBP1,4,0.31555,0.46137,0.89413,47,2,0.42161,0.500931815
TMEM40,BCL6,4,0.3202,0.46573,0.89413,48,2,-0.17619,0.494578672
TMEM40,GMCL1,4,0.32026,0.46584,0.89413,49,1,-0.2609,0.494497301
TMEM40,GAN,4,0.32821,0.47363,0.89413,50,1,-0.37817,0.483848191
TMEM40,BTBD9,4,0.33609,0.48167,0.89413,51,1,-0.10488,0.473544409
TMEM40,BTBD1,4,0.3439,0.48942,0.89413,52,1,-0.36887,0.463567824
TMEM40,KLHL11,4,0.36716,0.51284,0.918309,53,2,0.26442,0.435144639
TMEM40,KCTD19,4,0.37661,0.52199,0.918309,54,2,-0.25476,0.424108152
TMEM40,KLHL23,4,0.38933,0.5347,0.923573,55,1,-0.2956,0.40968213
TMEM40,KLHL2,4,0.41113,0.55647,0.932459,56,1,0.045868,0.386020832
TMEM40,KLHL4,4,0.42534,0.5709,0.932459,57,1,-0.095715,0.371263773
TMEM40,RHOBTB2,4,0.42873,0.57434,0.932459,58,2,0.26423,0.367816126
TMEM40,KLHL5,4,0.4393,0.58496,0.932459,59,1,-3.0432,0.357238797
TMEM40,ENC1,4,0.44766,0.59302,0.932459,60,2,0.24601,0.34905171
TMEM40,BTBD7,4,0.45299,0.59874,0.932459,61,1,-3.2716,0.343911385
TMEM40,KLHL32,4,0.47306,0.6183,0.936937,62,1,-2.1835,0.325083773
TMEM40,KLHL40,4,0.47963,0.62134,0.936937,63,1,0.19263,0.31909366
TMEM40,KCTD7,4,0.52997,0.6433,0.954897,64,1,-1.2814,0.275748714
TMEM40,KBTBD8,4,0.62985,0.69208,0.957032,65,1,-0.017429,0.200762866
TMEM40,KLHL6,4,0.6448,0.70022,0.957032,66,1,-0.15998,0.190574971
TMEM40,SPOPL,4,0.64969,0.70286,0.957032,67,1,-0.36909,0.187293818
TMEM40,KCTD12,1,0.67333,0.67541,0.957032,68,0,-0.72032,0.171772035
TMEM40,ANKFY1,4,0.70869,0.73788,0.957032,69,1,-1.2385,0.149543695
TMEM40,KLHL17,4,0.72117,0.74587,0.957032,70,1,-0.34689,0.141962348
TMEM40,LGALS3BP,4,0.72524,0.74855,0.957032,71,1,0.21342,0.139518251
TMEM40,KCTD18,4,0.72927,0.75104,0.957032,72,1,-0.46189,0.137111652
TMEM40,RCBTB1,4,0.74493,0.76209,0.957032,73,1,-0.26918,0.127884535
TMEM40,KCTD13,4,0.75622,0.76979,0.957032,74,1,-0.64941,0.121351841
TMEM40,KLHL29,4,0.7599,0.77257,0.957032,75,1,-0.98969,0.119243555
TMEM40,KCTD10,4,0.76354,0.77545,0.957032,76,1,-0.66371,0.117168206
TMEM40,KCTD15,4,0.76713,0.77804,0.957032,77,1,-3.4018,0.115131033
TMEM40,KBTBD11,4,0.77768,0.78577,0.957032,78,1,-0.49606,0.10919907
TMEM40,KLHL22,4,0.79117,0.79688,0.957844,79,1,-0.50419,0.101730189
TMEM40,KLHL15,4,0.80717,0.81056,0.957844,80,1,-1.3185,0.093034988
TMEM40,KLHL42,4,0.82222,0.82441,0.957844,81,1,-0.5515,0.085011963
TMEM40,KCTD9,4,0.82513,0.82677,0.957844,82,1,-0.15986,0.083477623
TMEM40,ABTB1,4,0.8418,0.84226,0.958166,83,1,-3.2651,0.074791079
TMEM40,BCL6B,4,0.85224,0.8527,0.958166,84,0,-0.45252,0.069438086
TMEM40,KLHL26,4,0.85972,0.86006,0.958166,85,0,-0.079996,0.06564297
TMEM40,BTBD8,4,0.87606,0.87656,0.958166,86,0,-4.4998,0.057466149
TMEM40,KLHL41,4,0.88474,0.88487,0.958166,87,0,-3.3327,0.053184337
TMEM40,KBTBD7,4,0.89094,0.89126,0.958166,88,0,-0.64056,0.050151542
TMEM40,KCTD20,4,0.90982,0.90961,0.958166,89,0,-0.8658,0.041044521
TMEM40,KCTD17,4,0.91828,0.91782,0.958166,90,0,-0.20617,0.037024874
TMEM40,KLHL28,3,0.91863,0.91759,0.958166,91,0,-0.94862,0.036859376
TMEM40,KLHL3,4,0.9375,0.9368,0.959637,92,0,-1.2999,0.028028724
TMEM40,KCTD21,4,0.94012,0.93943,0.959637,93,0,-0.63821,0.026816708
TMEM40,KLHL7,4,0.96297,0.9626,0.972844,94,0,-0.98728,0.016387243
TMEM40,SPOP,4,0.97541,0.97552,0.975517,95,0,-0.73758,0.010812796
VAMP4,CUL3,4,7.51E-09,4.99E-06,0.000474,1,4,3.6467,8.124481521
VAMP4,RBX1,4,0.0019986,0.0075152,0.356973,2,4,1.1875,2.699274117
VAMP4,BTBD1,4,0.0080142,0.02657,0.829661,3,4,0.56832,2.096139824
VAMP4,KLHL32,4,0.02153,0.066908,0.829661,4,3,0.76729,1.66695597
VAMP4,KLHL9,4,0.025165,0.075806,0.829661,5,2,0.26247,1.599203065
VAMP4,NACC1,4,0.030701,0.087082,0.829661,6,3,0.39665,1.512847478
VAMP4,KLHL7,4,0.031087,0.087791,0.829661,7,2,0.3904,1.507421187
VAMP4,KLHL5,4,0.034113,0.093783,0.829661,8,3,0.82135,1.467080086
VAMP4,KCTD11,4,0.0353,0.0961,0.829661,9,3,0.68423,1.452225295
VAMP4,ARIH1,4,0.041612,0.10831,0.829661,10,3,0.66051,1.38078141
VAMP4,BCL6B,4,0.042159,0.10929,0.829661,11,2,0.48454,1.375109699
VAMP4,KLHL22,4,0.048567,0.12164,0.829661,12,3,0.53578,1.313658722
VAMP4,KLHL36,4,0.057239,0.13828,0.829661,13,2,0.15913,1.242307962
VAMP4,RCBTB1,4,0.059413,0.14257,0.829661,14,3,0.4893,1.226118518
VAMP4,KLHL12,4,0.060019,0.14364,0.829661,15,2,0.39746,1.221711245
VAMP4,KCTD14,4,0.067376,0.15706,0.829661,16,2,0.13028,1.171494776
VAMP4,ABTB2,4,0.069765,0.16169,0.829661,17,3,0.33444,1.156362401
VAMP4,KCTD20,4,0.077217,0.17567,0.829661,18,3,0.3842,1.112287075
VAMP4,LZTR1,4,0.077432,0.17608,0.829661,19,2,0.043205,1.111079523
VAMP4,RHOBTB3,4,0.096338,0.20983,0.829661,20,3,0.36039,1.016202374
VAMP4,KCTD5,4,0.097298,0.21136,0.829661,21,2,-0.67614,1.011896087
VAMP4,ENC1,4,0.10002,0.21568,0.829661,22,3,0.44192,0.99991315
VAMP4,ZBTB10,4,0.10302,0.22136,0.829661,23,2,0.36465,0.987078454
VAMP4,KLHL17,4,0.10915,0.23176,0.829661,24,3,0.40235,0.96197626
VAMP4,LGALS3BP,4,0.10986,0.23287,0.829661,25,2,-0.32105,0.959160405
VAMP4,KCTD7,4,0.11151,0.2358,0.829661,26,3,0.3825,0.952686184
VAMP4,KCTD12,1,0.11569,0.1162,0.829661,27,1,0.82101,0.936704179
VAMP4,BTBD9,4,0.11684,0.24456,0.829747,28,1,-0.94613,0.932408452
VAMP4,KLHL20,4,0.13927,0.28167,0.887772,29,3,0.27568,0.856142424
VAMP4,KCTD18,4,0.14469,0.29075,0.887772,30,3,0.39371,0.839561483
VAMP4,KLHL4,4,0.14556,0.29206,0.887772,31,1,-0.53105,0.836957953
VAMP4,KCTD6,4,0.15497,0.30699,0.887772,32,3,0.40018,0.809752367
VAMP4,KCTD15,4,0.15585,0.30838,0.887772,33,3,0.23017,0.807293193
VAMP4,KLHL2,4,0.16746,0.32773,0.905611,34,3,0.39884,0.776088913
VAMP4,KLHL29,4,0.17357,0.33455,0.905611,35,2,0.019338,0.760525337
VAMP4,GAN,4,0.18275,0.34318,0.905611,36,2,-0.036905,0.738142614
VAMP4,ANKFY1,4,0.20984,0.36812,0.91588,37,2,0.38237,0.678111722
VAMP4,KLHL40,4,0.21872,0.37626,0.91588,38,1,0.019712,0.660111503
VAMP4,RHOBTB1,4,0.21988,0.37722,0.91588,39,2,0.26054,0.657814272
VAMP4,KBTBD3,3,0.25734,0.38563,0.91588,40,1,0.21849,0.589492703
VAMP4,SPOP,4,0.27879,0.43259,0.980929,41,2,-0.43469,0.554722808
VAMP4,RHOBTB2,4,0.28708,0.44025,0.980929,42,1,0.077722,0.541997062
VAMP4,KCTD3,4,0.29579,0.44916,0.980929,43,2,0.083899,0.529016513
VAMP4,KLHL28,4,0.33533,0.4878,0.980929,44,2,0.18874,0.474527591
VAMP4,KCTD17,4,0.35159,0.50277,0.980929,45,2,-0.0021222,0.453963486
VAMP4,KLHL21,4,0.37041,0.52118,0.980929,46,2,-0.25409,0.431317297
VAMP4,KBTBD6,4,0.37984,0.52991,0.980929,47,2,0.19323,0.420399303
VAMP4,KBTBD11,4,0.39874,0.54828,0.980929,48,2,0.22967,0.399310195
VAMP4,KLHL14,4,0.41025,0.55914,0.980929,49,1,-0.34868,0.38695141
VAMP4,BTBD6,4,0.41765,0.56605,0.980929,50,2,-0.20577,0.379187514
VAMP4,KLHL8,4,0.4271,0.57543,0.980929,51,2,0.31941,0.369470429
VAMP4,IPP,4,0.43655,0.58465,0.980929,52,2,0.051919,0.359966007
VAMP4,KLHL26,4,0.4554,0.60249,0.980929,53,2,0.035241,0.341606974
VAMP4,KLHL13,4,0.4648,0.61126,0.980929,54,2,0.13604,0.332733881
VAMP4,KCTD10,4,0.47886,0.6247,0.980929,55,2,0.078625,0.319791439
VAMP4,ARMC5,4,0.50427,0.65039,0.980929,56,1,-2.3836,0.297336868
VAMP4,BTBD8,4,0.51052,0.65578,0.980929,57,1,-0.054497,0.291987239
VAMP4,IVNS1ABP,4,0.52286,0.66069,0.980929,58,1,-0.10831,0.281614581
VAMP4,KLHL24,4,0.52894,0.66279,0.980929,59,1,-0.17214,0.276593589
VAMP4,KLHL6,4,0.54682,0.67019,0.980929,60,1,-0.018537,0.262155609
VAMP4,BTBD2,4,0.56419,0.67749,0.980929,61,1,-0.022073,0.248574616
VAMP4,BTBD3,4,0.58106,0.68521,0.980929,62,1,-0.46414,0.23577902
VAMP4,KLHL23,4,0.59744,0.69231,0.980929,63,1,-0.36726,0.223705704
VAMP4,KCTD19,4,0.60278,0.69475,0.980929,64,1,-0.86927,0.219841166
VAMP4,BCL6,4,0.61851,0.70182,0.980929,65,1,-0.21962,0.208653274
VAMP4,KBTBD8,4,0.63377,0.70905,0.980929,66,1,0.13317,0.198068322
VAMP4,KLHL15,4,0.70331,0.74568,0.980929,67,1,-0.33115,0.152853208
VAMP4,ABTB1,4,0.73607,0.76497,0.980929,68,1,-0.058174,0.133080882
VAMP4,RCBTB2,4,0.76604,0.78432,0.980929,69,1,-0.12385,0.115748552
VAMP4,KLHL42,4,0.7696,0.78672,0.980929,70,1,-0.3047,0.113734941
VAMP4,ZBTB16,4,0.77312,0.78906,0.980929,71,1,-0.1984,0.111753092
VAMP4,KLHL3,4,0.80612,0.81394,0.980929,72,1,-0.45555,0.093600304
VAMP4,GMCL1,4,0.82411,0.82856,0.980929,73,1,-0.4333,0.084014816
VAMP4,SHKBP1,4,0.84871,0.84966,0.980929,74,1,-1.3338,0.071240681
VAMP4,TNFAIP1,4,0.8563,0.85689,0.980929,75,1,-0.20707,0.067374056
