Substrate,id,num,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna,pos|lfc,Score
GMPPB,IVNS1ABP,4,0.1634,0.30226,0.918928,24,2,0.419,0.786747948
GMPPB,KBTBD11,4,0.17443,0.31422,0.918928,25,1,0.0080253,0.758378819
GMPPB,BTBD6,4,0.17548,0.31513,0.918928,26,2,0.56298,0.755772374
GMPPB,KLHL8,4,0.19199,0.33241,0.918928,27,2,0.38883,0.716721391
GMPPB,GAN,4,0.20187,0.34223,0.918928,28,2,0.015028,0.694928217
GMPPB,RHOBTB2,4,0.20464,0.34472,0.918928,29,2,0.36376,0.689009473
GMPPB,NACC2,4,0.21087,0.35112,0.918928,30,1,-0.34886,0.675985202
GMPPB,BTBD3,4,0.21978,0.36034,0.918928,31,2,-0.30676,0.658011831
GMPPB,ANKFY1,4,0.22183,0.36233,0.918928,32,2,0.29667,0.653979721
GMPPB,SHKBP1,4,0.25273,0.39299,0.918928,33,2,-0.59747,0.597343203
GMPPB,ZBTB16,4,0.2547,0.39518,0.918928,34,1,-0.033274,0.593971055
GMPPB,IPP,4,0.26624,0.40718,0.918928,35,2,0.37725,0.574726695
GMPPB,KBTBD6,4,0.27171,0.41251,0.918928,36,2,-0.010068,0.565894378
GMPPB,KLHL42,4,0.2801,0.42132,0.918928,37,1,0.028588,0.552686891
GMPPB,BTBD2,4,0.30485,0.44648,0.918928,38,1,-2.9424,0.515913801
GMPPB,KCTD9,4,0.30755,0.44931,0.918928,39,2,0.32543,0.512084269
GMPPB,KLHL14,4,0.33685,0.4799,0.918928,40,1,-0.11802,0.472563448
GMPPB,KLHL4,4,0.35243,0.49535,0.918928,41,1,0.010625,0.45292713
GMPPB,KCTD15,4,0.36012,0.50321,0.918928,42,2,0.35061,0.443552759
GMPPB,KLHL36,4,0.37337,0.5168,0.918928,43,2,-0.76998,0.42786058
GMPPB,KBTBD2,4,0.37529,0.5186,0.918928,44,1,-0.13367,0.425633008
GMPPB,KBTBD7,4,0.39236,0.53587,0.918928,45,2,-0.12621,0.406315274
GMPPB,RCBTB1,4,0.39753,0.54145,0.918928,46,1,0.075563,0.400630091
GMPPB,RHOBTB3,4,0.40481,0.54956,0.918928,47,1,0.01398,0.392748768
GMPPB,BTBD11,4,0.40662,0.55145,0.918928,48,2,-0.47907,0.390811264
GMPPB,BTBD10,4,0.41203,0.55722,0.918928,49,1,-0.12559,0.385071162
GMPPB,KLHL29,4,0.41917,0.5651,0.918928,50,1,-0.11792,0.377609807
GMPPB,KEAP1,4,0.43037,0.57677,0.918928,51,2,0.15616,0.36615801
GMPPB,ARIH1,4,0.43512,0.58198,0.918928,52,2,0.19288,0.361390954
GMPPB,KLHL41,4,0.44712,0.59424,0.918928,53,1,-1.402,0.349575903
GMPPB,KLHL12,4,0.48062,0.60817,0.918928,54,1,-0.16079,0.318198161
GMPPB,ABTB2,4,0.49358,0.61374,0.918928,55,1,-0.39531,0.306642446
GMPPB,ARMC5,4,0.5063,0.6204,0.918928,56,1,0.19668,0.295592073
GMPPB,KCTD12,1,0.51203,0.51196,0.918928,57,0,-0.0096792,0.290704593
GMPPB,KCTD7,4,0.52493,0.62897,0.918928,58,1,0.14352,0.279898606
GMPPB,KCTD19,4,0.53705,0.63438,0.918928,59,1,-2.9045,0.269985279
GMPPB,KLHL24,4,0.54894,0.64022,0.918928,60,1,-0.24729,0.260475122
GMPPB,KLHL22,4,0.5548,0.64302,0.918928,61,1,-0.13634,0.255863548
GMPPB,KLHL25,4,0.5606,0.6464,0.918928,62,1,-0.42726,0.251346907
GMPPB,KBTBD4,4,0.57766,0.6551,0.918928,63,1,-2.1833,0.238327704
GMPPB,TNFAIP1,4,0.59963,0.6664,0.918928,64,1,-0.86774,0.222116647
GMPPB,LGALS3BP,4,0.61029,0.67226,0.918928,65,1,-0.10276,0.214463746
GMPPB,RCBTB2,4,0.61554,0.67498,0.918928,66,1,0.28224,0.21074372
GMPPB,KLHL20,4,0.62587,0.68094,0.918928,67,1,-0.46134,0.203515865
GMPPB,KCTD18,4,0.636,0.68631,0.918928,68,1,-0.18389,0.196542884
GMPPB,KLHL2,4,0.64592,0.69225,0.918928,69,1,-0.16487,0.189821268
GMPPB,LZTR1,4,0.65564,0.69769,0.918928,70,1,-0.33531,0.183334558
GMPPB,KLHL6,4,0.67906,0.7116,0.918928,71,1,-0.52121,0.168091851
GMPPB,KCTD14,4,0.71402,0.73461,0.918928,72,1,-0.69279,0.146289623
GMPPB,KLHL7,4,0.71817,0.73738,0.918928,73,1,-0.71528,0.143772741
GMPPB,BTBD1,4,0.72229,0.7404,0.918928,74,1,-0.68608,0.141288398
GMPPB,KCTD5,4,0.74604,0.75746,0.918928,75,1,-1.187,0.127237887
GMPPB,KLHL3,4,0.761,0.76911,0.918928,76,1,-0.68294,0.118615343
GMPPB,KCTD1,4,0.76463,0.77186,0.918928,77,1,-0.0079644,0.116548667
GMPPB,KBTBD8,4,0.77529,0.78045,0.918928,78,1,-0.44598,0.110535818
GMPPB,BCL6,4,0.78219,0.78617,0.918928,79,1,-0.30486,0.106687741
GMPPB,KLHL5,4,0.79551,0.79732,0.918928,80,1,-0.66986,0.099354357
GMPPB,KCTD6,4,0.8051,0.80604,0.918928,81,1,-0.31381,0.094150173
GMPPB,KLHL17,4,0.8113,0.81233,0.918928,82,1,-0.29677,0.090818524
GMPPB,ENC1,4,0.82615,0.82675,0.918928,83,1,-0.79825,0.082941093
GMPPB,ABTB1,4,0.83463,0.83504,0.918928,84,0,0.18196,0.078506009
GMPPB,KCTD3,4,0.84279,0.84341,0.918928,85,0,-0.095201,0.074280626
GMPPB,KCTD13,4,0.84806,0.84857,0.918928,86,0,-1.1682,0.07157342
GMPPB,IBTK,4,0.8532,0.85351,0.918928,87,0,-0.47061,0.068949153
GMPPB,KLHL28,2,0.86087,0.85936,0.918928,88,0,-0.27729,0.065062426
GMPPB,BTBD9,4,0.86784,0.86825,0.918928,89,0,-0.8493,0.061560336
GMPPB,BCL6B,4,0.87017,0.87056,0.918928,90,0,-0.21938,0.060395894
GMPPB,BTBD8,4,0.88135,0.88193,0.920695,91,0,-0.16695,0.054851591
GMPPB,GMCL1,4,0.91904,0.91819,0.930306,92,0,-0.8224,0.036665586
GMPPB,SPOP,4,0.92685,0.92599,0.930306,93,0,-0.32385,0.032990546
GMPPB,KLHL40,4,0.92982,0.92886,0.930306,94,0,-0.61158,0.031601117
GMPPB,KCTD17,4,0.93126,0.93031,0.930306,95,0,-1.8501,0.030929051
SAMD13,CUL3,4,2.07E-08,4.99E-06,0.000158,1,4,3.131,7.683275016
SAMD13,RBX1,4,1.68E-06,4.99E-06,0.000158,2,4,1.5816,5.774794134
SAMD13,KLHL13,4,3.75E-06,4.99E-06,0.000158,3,4,1.3946,5.426188831
SAMD13,ARIH1,4,4.98E-05,8.49E-05,0.002016,4,4,1.2205,4.302884042
SAMD13,KLHL9,4,0.0093149,0.030755,0.584345,5,4,0.47215,2.030821803
SAMD13,KLHL29,4,0.011387,0.037087,0.587207,6,4,0.22958,1.943590679
SAMD13,GMCL1,4,0.023761,0.068027,0.923218,7,3,0.60224,1.624135286
SAMD13,KLHL22,4,0.040028,0.10118,0.992774,8,3,0.50734,1.397636109
SAMD13,KLHL41,4,0.040599,0.10225,0.992774,9,3,0.68563,1.391484663
SAMD13,ZBTB16,4,0.046046,0.113,0.992774,10,3,0.30544,1.336808091
SAMD13,KCTD15,4,0.047225,0.11541,0.992774,11,2,0.36202,1.325828033
SAMD13,KCTD18,4,0.053447,0.12739,0.992774,12,3,0.30753,1.272076667
SAMD13,KLHL36,4,0.070275,0.15965,0.992774,13,3,0.40433,1.153199146
SAMD13,BCL6B,4,0.073971,0.16639,0.992774,14,3,0.31766,1.13093851
SAMD13,KCTD14,4,0.075861,0.17045,0.992774,15,3,0.23628,1.119981437
SAMD13,KLHL32,4,0.081698,0.18107,0.992774,16,3,0.27832,1.087788575
SAMD13,SHKBP1,4,0.10759,0.22752,0.992774,17,3,0.27597,0.968228092
SAMD13,KBTBD6,4,0.11714,0.2439,0.992774,18,2,0.078589,0.93129478
SAMD13,RHOBTB1,4,0.14321,0.28541,0.992774,19,2,-0.18011,0.844026655
SAMD13,RHOBTB3,4,0.14593,0.28815,0.992774,20,2,0.062722,0.835855418
SAMD13,KLHL23,4,0.15536,0.29727,0.992774,21,1,-0.43494,0.808660787
SAMD13,RHOBTB2,4,0.174,0.3166,0.992774,22,1,-0.033042,0.759450752
SAMD13,IBTK,4,0.17469,0.31707,0.992774,23,2,0.14467,0.757731955
SAMD13,BTBD7,4,0.18321,0.32557,0.992774,24,2,0.33498,0.737050825
SAMD13,KCTD3,4,0.1953,0.3376,0.992774,25,2,0.051418,0.709297757
SAMD13,NACC1,4,0.20372,0.34569,0.992774,26,2,0.14491,0.690966332
SAMD13,GAN,4,0.22807,0.36932,0.992774,27,1,0.060694,0.641931837
SAMD13,KLHL18,4,0.25409,0.39536,0.992774,28,2,0.0044795,0.595012427
SAMD13,SPOPL,4,0.26262,0.40425,0.992774,29,1,0.056385,0.580672203
SAMD13,BTBD11,4,0.27945,0.42134,0.992774,30,1,-0.048899,0.553695886
SAMD13,RCBTB2,4,0.28784,0.42984,0.992774,31,2,0.098,0.540848854
SAMD13,BTBD6,4,0.29243,0.43468,0.992774,32,2,0.20611,0.533978076
SAMD13,MYNN,4,0.30164,0.44454,0.992774,33,2,0.23928,0.520511068
SAMD13,KLHL5,4,0.3202,0.46351,0.992774,34,2,0.17037,0.494578672
SAMD13,KCTD11,4,0.33609,0.47963,0.992774,35,2,0.10147,0.473544409
SAMD13,KLHL6,4,0.3389,0.48236,0.992774,36,2,0.12084,0.469928431
SAMD13,KLHL21,4,0.3483,0.49207,0.992774,37,2,0.096628,0.458046526
SAMD13,KLHL4,4,0.35301,0.49624,0.992774,38,2,0.029078,0.452212992
SAMD13,KBTBD11,4,0.35931,0.50296,0.992774,39,1,-0.18503,0.444530696
SAMD13,KLHL14,4,0.36244,0.50637,0.992774,40,2,0.055075,0.440763878
SAMD13,KCTD10,4,0.36692,0.51106,0.992774,41,1,-0.06583,0.435428615
SAMD13,KLHL2,4,0.37188,0.51609,0.992774,42,2,0.15108,0.429597178
SAMD13,ABTB1,4,0.38933,0.53351,0.992774,43,1,0.016454,0.40968213
SAMD13,KLHL26,4,0.39082,0.53506,0.992774,44,2,0.10703,0.40802322
SAMD13,KCTD9,4,0.40504,0.54926,0.992774,45,2,-0.0086034,0.392502086
SAMD13,RCBTB1,4,0.40978,0.55423,0.992774,46,2,-0.1486,0.387449242
SAMD13,BTBD1,4,0.41113,0.55555,0.992774,47,1,-0.021844,0.386020832
SAMD13,KLHL3,4,0.4393,0.58449,0.992774,48,1,-0.051241,0.357238797
SAMD13,KLHL40,4,0.44293,0.58789,0.992774,49,2,0.14493,0.353664904
SAMD13,KLHL15,4,0.44766,0.5927,0.992774,50,2,0.033784,0.34905171
SAMD13,KLHL7,4,0.45238,0.59787,0.992774,51,2,0.099114,0.344496604
SAMD13,BCL6,4,0.50528,0.62482,0.992774,52,1,-0.15011,0.296467892
SAMD13,KCTD7,4,0.51775,0.63069,0.992774,53,1,0.010672,0.285879892
SAMD13,BTBD3,4,0.52389,0.63326,0.992774,54,1,-0.11943,0.280759891
SAMD13,KBTBD2,4,0.52997,0.63597,0.992774,55,1,-0.18128,0.275748714
SAMD13,IPP,4,0.55373,0.64728,0.992774,56,1,-0.18413,0.256701947
SAMD13,KBTBD4,4,0.55953,0.65028,0.992774,57,1,0.055334,0.252176623
SAMD13,KCTD1,4,0.56527,0.65311,0.992774,58,1,-0.0015605,0.247744063
SAMD13,KCTD6,4,0.57658,0.65912,0.992774,59,1,-0.33666,0.239140426
SAMD13,KCTD13,4,0.59312,0.66744,0.992774,60,1,-0.29922,0.226857431
SAMD13,KCTD2,4,0.66403,0.70579,0.992774,61,1,-0.38305,0.177812299
SAMD13,ARMC5,4,0.67335,0.71135,0.992774,62,1,-0.67511,0.171759136
SAMD13,KBTBD8,4,0.68247,0.71679,0.992774,63,1,-0.58018,0.165916435
SAMD13,KLHL17,4,0.68696,0.7196,0.992774,64,1,-0.27345,0.16306855
SAMD13,IVNS1ABP,4,0.70443,0.73121,0.992774,65,1,0.064049,0.152162157
SAMD13,BTBD10,4,0.76713,0.77587,0.992774,66,1,-0.28349,0.115131033
SAMD13,BTBD8,4,0.78111,0.78652,0.992774,67,1,-0.1536,0.107287802
SAMD13,SPOP,4,0.80717,0.80948,0.992774,68,1,-0.038976,0.093034988
SAMD13,KEAP1,4,0.81025,0.81249,0.992774,69,1,-0.018588,0.09138096
SAMD13,KBTBD3,3,0.81285,0.81132,0.992774,70,0,-0.15482,0.08998959
SAMD13,KCTD17,4,0.81631,0.81817,0.992774,71,1,-0.081964,0.088144883
SAMD13,KLHL24,4,0.81929,0.82091,0.992774,72,1,-0.025399,0.086562346
SAMD13,KCTD20,4,0.82222,0.82382,0.992774,73,1,-0.28065,0.085011963
SAMD13,ABTB2,4,0.83362,0.83414,0.992774,74,1,-0.71934,0.079031874
SAMD13,KBTBD7,4,0.83638,0.83662,0.992774,75,0,-0.33764,0.077596361
SAMD13,BTBD9,4,0.83911,0.83945,0.992774,76,0,-0.2019,0.076181103
SAMD13,KCTD12,1,0.84667,0.84764,0.992774,77,0,-0.54109,0.072285828
SAMD13,BTBD2,4,0.84968,0.85004,0.992774,78,0,-0.1452,0.070744604
SAMD13,KLHL28,3,0.85391,0.85288,0.992774,79,0,-0.29489,0.0685879
SAMD13,LZTR1,4,0.86454,0.8648,0.992774,80,0,-0.039991,0.063214908
SAMD13,ANKFY1,4,0.87606,0.87656,0.992774,81,0,-0.64925,0.057466149
SAMD13,TNFAIP1,4,0.89493,0.89487,0.992774,82,0,-0.50982,0.048210933
SAMD13,KLHL12,4,0.90805,0.90771,0.992774,83,0,-0.15976,0.041890237
SAMD13,KLHL42,4,0.93199,0.93104,0.992774,84,0,-0.14471,0.030588747
SAMD13,KLHL8,4,0.93479,0.93409,0.992774,85,0,-0.15997,0.029285942
SAMD13,ZBTB10,4,0.94141,0.94068,0.992774,86,0,-0.49837,0.026221193
SAMD13,NACC2,4,0.94866,0.94826,0.992774,87,0,-0.12944,0.022889411
SAMD13,LGALS3BP,4,0.95203,0.95172,0.992774,88,0,-0.18724,0.021349366
SAMD13,KCTD5,4,0.95418,0.95377,0.992774,89,0,-1.2721,0.020369691
SAMD13,ENC1,4,0.95826,0.95774,0.992774,90,0,-0.94909,0.01851664
SAMD13,KLHL25,4,0.96809,0.96788,0.992774,91,0,-0.66747,0.014084266
SAMD13,KCTD19,4,0.96888,0.96882,0.992774,92,0,-0.36515,0.013730009
SAMD13,KLHL11,4,0.98295,0.98311,0.992774,93,0,-0.33009,0.007468573
SAMD13,KCTD21,4,0.98621,0.98624,0.992774,94,0,-0.37958,0.006030598
SAMD13,KLHL20,4,0.99273,0.99277,0.992774,95,0,-0.38137,0.003168854
SLC6A17,CUL3,4,2.09E-05,8.49E-05,0.008065,1,3,3.4085,4.680040771
SLC6A17,KLHL32,4,0.0037821,0.013737,0.604522,2,4,1.597,2.422266992
SLC6A17,SHKBP1,4,0.0053512,0.01909,0.604522,3,4,1.8552,2.271548817
SLC6A17,KLHL9,4,0.010187,0.03461,0.78836,4,4,1.6428,1.991953694
SLC6A17,KLHL23,4,0.015989,0.051728,0.78836,5,1,-0.46418,1.796178697
SLC6A17,GAN,4,0.020116,0.063832,0.78836,6,3,1.9381,1.696458373
SLC6A17,KLHL5,4,0.021863,0.068925,0.78836,7,2,1.505,1.660290245
SLC6A17,SPOP,4,0.030288,0.093104,0.78836,8,3,1.877,1.518729403
SLC6A17,BTBD7,4,0.037009,0.10668,0.78836,9,2,-0.86527,1.43169265
SLC6A17,BCL6B,4,0.03734,0.10725,0.78836,10,3,1.7027,1.427825686
SLC6A17,KLHL14,4,0.040432,0.11311,0.78836,11,3,1.7695,1.393274775
SLC6A17,TNFAIP1,4,0.04121,0.11456,0.78836,12,3,1.489,1.384997385
SLC6A17,KBTBD11,4,0.051159,0.13239,0.78836,13,3,1.4773,1.291077953
SLC6A17,IVNS1ABP,4,0.052822,0.13564,0.78836,14,2,-1.6117,1.277185159
SLC6A17,RBX1,4,0.054243,0.13864,0.78836,15,3,1.4813,1.265656299
SLC6A17,ZBTB10,4,0.060913,0.15036,0.78836,16,2,1.3727,1.215290011
SLC6A17,GMCL1,4,0.06947,0.16571,0.78836,17,3,1.6585,1.158202701
SLC6A17,ENC1,4,0.072422,0.17095,0.78836,18,2,1.0622,1.140129486
SLC6A17,ZBTB16,4,0.073169,0.17211,0.78836,19,3,1.2723,1.13567288
SLC6A17,KCTD14,4,0.075057,0.17538,0.78836,20,3,1.3377,1.124608798
SLC6A17,KCTD13,4,0.078036,0.18094,0.78836,21,1,0.31704,1.107705
SLC6A17,KLHL6,4,0.078918,0.18257,0.78836,22,3,1.3422,1.10282393
SLC6A17,RCBTB2,4,0.088084,0.19877,0.820992,23,2,0.60955,1.055102972
SLC6A17,KLHL13,4,0.09805,0.21543,0.831708,24,2,0.78718,1.008552402
SLC6A17,KCTD7,4,0.099929,0.21887,0.831708,25,3,1.2354,1.000308459
SLC6A17,KLHL20,4,0.11144,0.239,0.847171,26,2,0.6143,0.952958897
SLC6A17,RHOBTB2,4,0.11774,0.24918,0.847171,27,1,-2.7126,0.929075969
SLC6A17,KLHL18,4,0.1188,0.25091,0.847171,28,3,1.1355,0.925183559
SLC6A17,ARIH1,4,0.13153,0.27193,0.847171,29,3,1.0035,0.88097518
SLC6A17,NACC2,4,0.13694,0.2811,0.847171,30,2,1.1301,0.863469676
SLC6A17,BTBD10,4,0.1371,0.28127,0.847171,31,2,-0.52215,0.862962545
SLC6A17,KCTD1,4,0.14455,0.29338,0.847171,32,3,1.2128,0.839981904
SLC6A17,KLHL24,4,0.15614,0.31172,0.847171,33,2,-2.8206,0.806485825
SLC6A17,KEAP1,4,0.15622,0.31183,0.847171,34,2,0.8078,0.806263367
SLC6A17,MYNN,4,0.16555,0.32668,0.847171,35,1,0.35372,0.781070815
SLC6A17,KCTD9,4,0.16796,0.33068,0.847171,36,3,0.90247,0.774794134
SLC6A17,KCTD11,4,0.17704,0.34532,0.847171,37,3,1.0437,0.751928599
SLC6A17,KLHL21,4,0.18013,0.35024,0.847171,38,3,0.76214,0.744413951
SLC6A17,KLHL22,4,0.18411,0.35678,0.847171,39,2,0.014862,0.734922622
SLC6A17,IPP,4,0.18452,0.35717,0.847171,40,2,0.65821,0.733956554
SLC6A17,KBTBD2,4,0.19328,0.37029,0.847171,41,1,-3.154,0.713813083
SLC6A17,KCTD21,4,0.20237,0.38332,0.847171,42,2,0.72078,0.693853868
SLC6A17,BTBD11,4,0.20247,0.38346,0.847171,43,3,0.93136,0.693639317
SLC6A17,KLHL3,4,0.22719,0.4058,0.876154,44,2,0.2708,0.643610788
SLC6A17,KLHL4,4,0.26387,0.43767,0.923962,45,1,-2.2124,0.578609983
SLC6A17,KLHL17,4,0.3135,0.48173,0.968068,46,2,-0.35919,0.503762455
SLC6A17,KCTD3,4,0.31368,0.48187,0.968068,47,1,-2.049,0.503513171
SLC6A17,KLHL25,4,0.32174,0.48913,0.968068,48,1,-3.6911,0.492494943
SLC6A17,KCTD17,4,0.35587,0.5188,0.979602,49,2,0.50845,0.448708622
SLC6A17,KLHL29,4,0.36093,0.52349,0.979602,50,1,-0.44248,0.442577018
SLC6A17,LZTR1,4,0.38362,0.54349,0.979602,51,2,-2.7477,0.416098759
SLC6A17,KBTBD8,4,0.39391,0.55266,0.979602,52,2,-0.39606,0.404602994
SLC6A17,KLHL7,4,0.4082,0.56569,0.979602,53,2,-0.19812,0.389127
SLC6A17,BTBD2,4,0.41297,0.57028,0.979602,54,2,-0.29997,0.384081496
SLC6A17,IBTK,4,0.43678,0.59243,0.979602,55,2,-1.587,0.359737256
SLC6A17,KCTD18,4,0.44117,0.59626,0.979602,56,1,-0.65573,0.355394028
SLC6A17,NACC1,4,0.44806,0.60242,0.979602,57,2,0.5073,0.348663825
SLC6A17,KLHL36,4,0.4549,0.60838,0.979602,58,1,-0.067061,0.342084063
SLC6A17,KCTD19,4,0.48885,0.63852,0.982876,59,2,-0.96156,0.31082438
SLC6A17,BTBD8,4,0.5136,0.66141,0.982876,60,1,-4.1313,0.289374985
SLC6A17,KCTD15,4,0.53543,0.68061,0.982876,61,2,-2.3385,0.271297299
SLC6A17,RHOBTB1,4,0.5492,0.69312,0.982876,62,2,-1.1064,0.260269471
SLC6A17,KLHL40,4,0.55,0.69388,0.982876,63,1,-4.4235,0.259637311
SLC6A17,RCBTB1,4,0.56167,0.7045,0.982876,64,1,-3.6134,0.250518772
SLC6A17,KLHL2,4,0.57311,0.70897,0.982876,65,1,-0.71622,0.241762014
SLC6A17,KLHL28,2,0.59798,0.5997,0.979602,66,1,-3.4631,0.223313341
SLC6A17,KBTBD7,4,0.60073,0.71938,0.982876,67,1,-0.66788,0.221320679
SLC6A17,KLHL26,4,0.61665,0.72536,0.982876,68,1,-1.9014,0.209961264
SLC6A17,KCTD10,4,0.64211,0.73574,0.982876,69,1,-0.25683,0.192390566
SLC6A17,BCL6,4,0.67097,0.74821,0.982876,70,1,-2.8605,0.173296897
SLC6A17,BTBD3,4,0.72341,0.7733,0.982876,71,1,-1.9578,0.140615492
SLC6A17,KBTBD6,4,0.75471,0.79013,0.982876,72,1,-0.79265,0.122219896
SLC6A17,ANKFY1,3,0.78774,0.78931,0.982876,73,1,-1.2605,0.103617101
SLC6A17,KCTD5,4,0.79658,0.81535,0.982876,74,1,-1.6079,0.098770602
SLC6A17,BTBD6,4,0.80926,0.82403,0.982876,75,1,-2.9657,0.091911925
SLC6A17,KCTD12,1,0.81501,0.81619,0.982876,76,0,-5.7006,0.088837063
SLC6A17,KBTBD3,3,0.81509,0.81532,0.982876,77,0,-5.016,0.088794435
SLC6A17,KLHL11,4,0.83002,0.83886,0.982876,78,1,-0.3039,0.080911443
SLC6A17,KLHL12,4,0.85417,0.85766,0.982876,79,1,-1.6929,0.068455686
SLC6A17,KCTD20,4,0.85668,0.85973,0.982876,80,1,-0.18173,0.067181372
SLC6A17,ABTB2,4,0.86642,0.86793,0.982876,81,1,-0.21595,0.062271531
SLC6A17,KCTD6,4,0.87788,0.8786,0.982876,82,1,-1.7452,0.056564845
SLC6A17,BTBD1,4,0.88439,0.88459,0.982876,83,1,-0.71896,0.053356177
SLC6A17,KLHL8,4,0.88858,0.88849,0.982876,84,0,-5.0892,0.051303466
SLC6A17,KLHL15,4,0.90606,0.90489,0.982876,85,0,-0.80654,0.042843042
SLC6A17,RHOBTB3,4,0.91313,0.91198,0.982876,86,0,-3.3979,0.039467389
SLC6A17,LGALS3BP,4,0.91483,0.91368,0.982876,87,0,-5.1503,0.038659602
SLC6A17,ARMC5,4,0.92757,0.92665,0.982876,88,0,-3.0408,0.032653306
SLC6A17,ABTB1,4,0.92906,0.92807,0.982876,89,0,-2.9295,0.031956238
SLC6A17,KLHL42,4,0.9375,0.93659,0.982876,90,0,-1.9726,0.028028724
SLC6A17,KLHL41,4,0.94637,0.94565,0.982876,91,0,-3.2768,0.023939035
SLC6A17,KCTD2,4,0.9521,0.95184,0.982876,92,0,-4.608,0.021317435
SLC6A17,KBTBD4,4,0.9674,0.96772,0.988528,93,0,-3.48,0.014393917
SLC6A17,SPOPL,4,0.98153,0.98195,0.992395,94,0,-3.2152,0.008096422
SLC6A17,BTBD9,4,0.99257,0.993,0.993004,95,0,-4.695,0.003238855
TRIM14,KLHL9,4,0.00018106,0.00062419,0.059298,1,4,0.84311,3.742177484
TRIM14,IPP,4,0.0022215,0.0082443,0.381562,2,4,0.55216,2.653353682
TRIM14,CUL3,4,0.0034192,0.012049,0.381562,3,3,0.58334,2.466075495
TRIM14,KCTD9,4,0.0053227,0.018191,0.432045,4,2,0.13031,2.273868011
TRIM14,SPOPL,4,0.012268,0.039404,0.748672,5,2,0.38154,1.911226233
TRIM14,KCTD17,4,0.027214,0.075167,0.900597,6,2,0.42746,1.56520762
TRIM14,BTBD3,4,0.027715,0.076286,0.900597,7,3,0.35578,1.557285117
TRIM14,KLHL36,4,0.029198,0.079342,0.900597,8,2,0.27107,1.534646896
TRIM14,BTBD10,4,0.034369,0.089798,0.900597,9,3,0.36868,1.463833104
TRIM14,KLHL13,4,0.047143,0.1153,0.900597,10,3,0.38899,1.326582784
TRIM14,KLHL29,4,0.047225,0.11541,0.900597,11,2,0.20815,1.325828033
TRIM14,KLHL25,4,0.057389,0.13497,0.900597,12,1,-0.15211,1.241171343
TRIM14,RHOBTB2,4,0.058209,0.13683,0.900597,13,3,0.45805,1.235009862
TRIM14,KLHL11,4,0.06309,0.14572,0.900597,14,2,0.36222,1.200039473
TRIM14,KLHL41,4,0.072109,0.16315,0.900597,15,3,0.40922,1.142010527
TRIM14,KCTD14,4,0.077632,0.17365,0.900597,16,2,0.17692,1.109959225
TRIM14,KLHL4,4,0.0837,0.18501,0.900597,17,3,0.28606,1.077274542
TRIM14,NACC2,4,0.08763,0.19232,0.900597,18,2,0.16099,1.057347188
TRIM14,GMCL1,4,0.094133,0.20414,0.900597,19,3,0.24255,1.0262581
TRIM14,KLHL32,4,0.096304,0.20782,0.900597,20,3,0.23653,1.016355674
TRIM14,RCBTB2,4,0.097547,0.2098,0.900597,21,3,0.36109,1.010786083
TRIM14,KLHL28,3,0.10272,0.18786,0.900597,22,2,0.49885,0.988344989
TRIM14,KLHL2,4,0.10738,0.22716,0.900597,23,2,0.13519,0.9690766
TRIM14,NACC1,4,0.10759,0.22752,0.900597,24,3,0.21776,0.968228092
TRIM14,RBX1,4,0.11714,0.2439,0.926812,25,2,-0.20208,0.93129478
TRIM14,KCTD13,4,0.12969,0.26495,0.946149,26,3,0.34418,0.88709351
TRIM14,KLHL7,4,0.13194,0.26891,0.946149,27,2,0.08616,0.87962352
TRIM14,BCL6B,4,0.15536,0.29727,0.956181,28,2,-0.32505,0.808660787
TRIM14,BTBD1,4,0.16265,0.30482,0.956181,29,2,0.16479,0.788745932
TRIM14,KLHL3,4,0.17469,0.31707,0.956181,30,2,0.0883,0.757731955
TRIM14,KBTBD7,4,0.18697,0.32962,0.956181,31,2,0.17927,0.728228072
TRIM14,LZTR1,4,0.1953,0.3376,0.956181,32,2,0.070317,0.709297757
TRIM14,KLHL24,4,0.1995,0.34165,0.956181,33,2,0.071757,0.7000571
TRIM14,MYNN,4,0.20138,0.34343,0.956181,34,1,-0.19776,0.695983663
TRIM14,KLHL18,4,0.21035,0.35228,0.956181,35,2,-0.24266,0.677057484
TRIM14,KLHL12,4,0.22955,0.37087,0.967757,36,2,0.20891,0.639122703
TRIM14,KBTBD4,4,0.25164,0.39287,0.967757,37,2,0.12095,0.599220323
TRIM14,BTBD9,4,0.26059,0.40223,0.967757,38,2,0.17607,0.584042254
TRIM14,KLHL21,4,0.27107,0.41276,0.967757,39,1,0.067216,0.566918544
TRIM14,SHKBP1,4,0.27415,0.41549,0.967757,40,2,-0.1026,0.56201175
TRIM14,KCTD10,4,0.28784,0.42984,0.967757,41,2,0.13683,0.540848854
TRIM14,KLHL8,4,0.30627,0.44936,0.967757,42,2,0.29767,0.513895541
TRIM14,GAN,4,0.31555,0.4591,0.967757,43,2,0.10279,0.500931815
TRIM14,KBTBD6,4,0.32026,0.46362,0.967757,44,1,-0.2737,0.494497301
TRIM14,ABTB2,4,0.33422,0.47766,0.967757,45,2,-0.12508,0.475967565
TRIM14,KBTBD2,4,0.35772,0.50121,0.967757,46,2,0.20763,0.446456778
TRIM14,ENC1,4,0.38135,0.5254,0.967757,47,2,0.20862,0.418676249
